tur-pa-9001 | T.8.3.18 | z2 | k0 | Bir kentin sesleri, o kentin saatini tutar. Sabahın ilk ışığında simit tezgâhının tıkırtısı duyulur; öğleye doğru sesler kalabalı… | ✓Kentteki en yüksek ses vapur düdüğüdür.
tur-pa-1054 | T.8.3.34 | z3 | k0 | Bir romanı okurken kahramanın yüzünü siz kurarsınız. Yazar "uzun boylu, yorgun bakışlı bir adam" der; gerisini zihniniz tamamlar.… | ✓Okur ile seyircinin konumunu karşılaştırma
tur-pa-1055 | T.8.3.18 | z3 | k0 | Bir okulun kitap kulübü, yıl sonunda üyelerinin okuduğu kitapları türlerine göre saydı. Sonuç, kulüp danışmanını şaşırttı: yıl bo… | ✓Romanların kulüp rafına bağışlarla geldiğine
tur-pa-1056 | T.8.3.11 | z3 | k0 | Kapıyı itince içeri ılık bir toprak kokusu doldu. Usta tornanın başında oturuyordu; ayağıyla pedala bastı, çark dönmeye başladı. … | ✓Bir olayın zaman sırasına göre anlatılmasına
tur-pa-1057 | T.8.3.21 | z3 | k0 | Müzenin en kalabalık salonunda insanlar tek bir tablonun önünde sıraya girmişti. Herkes telefonunu kaldırıyor, birkaç saniye bakı… | ✓Bir yapıtın oluşma sürecinin hak ettiği ilgi…
tur-pa-1058 | T.8.3.18 | z4 | k0 | I. Metin Bir köy odasında masal anlatan kişi, dinleyicisini görerek anlatır. Çocuklar kıpırdanmaya başlarsa kahramanın yolunu kıs… | ✓Derlemeci, hangi anlatımı yazacağına dinleyi…
tur-pa-1059 | T.8.3.34 | z4 | k0 | Animasyon, hareketsiz resimleri art arda göstererek gözde hareket duygusu yaratan bir anlatım biçimidir. Temeli tek bir yanılsama… | ✓Bir uzmanın sözüne başvurup destekleme
tur-pa-1060 | T.8.3.17 | z4 | k0 | Kasabanın korosuna katıldığım ilk hafta, yanımdakinden daha yüksek söylemeye çalıştığımı fark ettim. Sesim duyulsun istiyordum. Ş… | ✓Birlikte yapılan bir işte kendi payını öne ç…
tur-pa-1101 | T.8.3.17 | z1 | k0 | Eski yollarda hanlar, yolcuya yalnızca bir çatı sunmazdı. Yorgun kervan orada yükünü indirir, hayvanını dinlendirir, ertesi günün… | ✓Yolun canlılığı, üzerindeki durakların varlı…
tur-pa-1102 | T.8.3.18 | z1 | k0 | Bir zamanlar mahallenin sabahını sucunun sesi açardı. Evlere sırtta su taşınır, kararan bakır kaplar yılda bir kalaycıya verilird… | ✓Kalaycılık, suculuktan daha önce sona ermişt…
tur-pa-1103 | T.8.3.21 | z2 | k0 | Bir kitabın çoğalması yüzyıllarca tek bir yolla olurdu: birinin oturup onu baştan sona yeniden yazması. Müstensih denen bu kişi s… | ✓Metnin ilk hâline ulaşmanın kopyacıların izi…
tur-pa-1104 | T.8.3.18 | z2 | k0 | (I) Kazı alanındaki toprak, üst üste binmiş ince katmanlardan oluşur; her katman ayrı bir dönemin izini taşır. (II) Bu yüzden ark… | ✓III
tur-pa-1105 | T.8.3.19 | z2 | k0 | Bir kilime uzaktan bakınca yalnızca renk ve geometri görürsün. Oysa dokuyan kişi için her motifin bir karşılığı vardır: kimi moti… | ✓Motiflerle Yazılmış Bir Dil
tur-pa-1106 | T.8.3.18 | z2 | k0 | Saat kulesi olmayan çağlarda gün, gölgeyle ölçülürdü. Yere dikilen bir çubuğun gölgesi sabah uzun olur, öğleye doğru kısalır, son… | ✓Su saati, gölge saatinden önce bulunmuştur.
tur-pa-1107 | T.8.3.17 | z3 | k0 | Bir köyde düğünün üç gün sürdüğü zamanları anlatır büyükler. Davetiye yoktur; haberi, evden eve dolaşan bir kişi götürür. Yemek b… | ✓Gelenekler biçim değiştirerek varlığını sürd…
tur-pa-1108 | T.8.3.18 | z3 | k0 | İlk kütüphaneler, bugün alışık olduğumuz gibi okunmak için değil, hatırlanmak için kurulmuştu. Kil tabletlere yazılan şey çoğunlu… | ✓Tabletleri yazan kişilerin nasıl yetiştirild…
tur-pa-1109 | T.8.3.21 | z3 | k0 | Bir yer adı, çoğu zaman o yerin elimizdeki en eski belgesidir. Taşköprü adını taşıyan bir kasabada köprü çoktan yıkılmış olabilir… | ✓Nesne ortadan kalkar, onu anlatan ad kalır
tur-pa-1110 | T.8.3.11 | z3 | k0 | Çarşının içi, dışarıdan bakılınca sanıldığından serindir. Alacakaranlık bir hava vardır içeride; ışık, tepedeki küçük yuvarlak pe… | ✓Bir yer betimlenmiş, ayrıntılar yer bildiren…
tur-pa-1111 | T.8.3.34 | z3 | k0 | Bir yemeğin tarifi, insanlarla birlikte yol aldıkça değişir. Denize yakın bir kasabada aynı çorba balıkla ve bol yeşillikle pişir… | ✓Karşılaştırma
tur-pa-1112 | T.8.3.16 | z3 | k0 | Bir masal, kitaba girmeden önce yıllarca ağızdan ağıza dolaşır. Dolaşırken de değişir: bir anlatıcı sonunu yumuşatır, bir başkası… | ✓Sözlü masalların anlatıldıkça değişmesi
tur-pa-1113 | T.8.3.21 | z2 | k0 | Dere üstündeki taş köprü yüz yıldır ayakta duruyor. Ne harç görünüyor ne çivi; taşlar yalnızca birbirini sıkıştırarak yükü taşıyo… | ✓Ustanın kendi işine duyduğu güveni eylemiyle…
tur-pa-1114 | T.8.3.18 | z2 | k0 | Aşağıda çini sanatıyla ilgili dört cümle numaralanarak verilmiştir. Bu cümlelerden hangisi düşüncenin akışını bozmaktadır? | ✓III
tur-pa-1115 | T.8.3.18 | z3 | k0 | Eski çarşılarda her esnaf istediği işi istediği gibi yapamazdı. Aynı işi yapanlar bir birlik oluşturur, bu birlik malın ölçüsünü,… | ✓Kurala uymayan esnafın tezgâhı hemen kapatıl…
tur-pa-1116 | T.8.3.18 | z4 | k0 | Bir yazının bugüne ulaşıp ulaşmaması, çoğu zaman ne anlattığına değil, neyin üzerine yazıldığına bağlıdır. Yazı malzemesi ucuzsa … | ✓Parşömen, kâğıttan daha önce kullanılmaya ba…
tur-pa-1117 | T.8.3.21 | z4 | k0 | Yıkılmış bir yapının önünde iki türlü insan durur. Biri eksik kemeri görür ve "tamamlayalım" der; ona göre yarım bir yapı anlaşıl… | ✓Onarımın, geçmişe ilişkin bir tercihle başla…
tur-pa-1118 | T.8.3.17 | z4 | k0 | Bir dönemi anlamak için belgeler yetmez. Belge, olanı değil kaydedilmeye değer görüleni saklar; kimin ne yediğini, bir kadının iş… | ✓Bir dönem, belge ile tanıklık birlikte okund…
tur-pa-1119 | T.8.3.19 | z3 | k0 | Bir çağın en çok konuşulan olayları, çoğu zaman en az bilinen yanlarını gizler. Savaşın hangi yıl bittiğini bulmak kolaydır; o yı… | ✓Sıradan Kayıtların Anlattıkları
tur-pa-1120 | T.8.3.21 | z2 | k0 | Aynı oyunun adı iki komşu ilçede aynıdır; ama ayak vuruşu, dizilişi, hatta hızı başkadır. Bir tarafta oyun daha ağır, adımlar gen… | ✓Bu yüzden oyunu tek bir biçime indirgemek, o…
tur-pa-2001 | T.8.3.16 | z1 | k0 | Mağaranın tavanından aşağı doğru uzayan ince, sivri oluşumlara sarkıt denir. Tabandan yukarı doğru büyüyen, ucu küt ve daha kalın… | ✓Sarkıtla dikitin oluşumu ve aralarındaki fark
tur-pa-2002 | T.8.3.17 | z1 | k0 | Mağarada ışığı kapattığınızda gözünüzün bir süre sonra alışacağını sanırsınız. Oysa göz, var olan az ışığı toplayabilir; hiç olma… | ✓Göz, ışığın hiç bulunmadığı yerde görmeyi ba…
tur-pa-2003 | T.8.3.18 | z2 | k0 | Mağaranın ışık almayan derinliklerinde yaşayan hayvanlar, yeryüzündeki akrabalarına pek benzemez. Çoğunun gözleri körelmiştir; ki… | ✓Yavrularını taşların altına gizlediklerine
tur-pa-2004 | T.8.3.21 | z2 | k0 | Mağaranın karanlık bölümünde tek bir yeşil yaprak bile bulamazsınız; güneş ışığı girmediği için orada bitki yetişmez. Peki oradak… | ✓Karanlıktaki sofra tümüyle dışarıdan kurulur.
tur-pa-2005 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓III
tur-pa-2006 | T.8.3.17 | z2 | k0 | Mağaracıların birbirine söylediği eski bir söz vardır: Fotoğraftan başka bir şey alma, ayak izinden başka bir şey bırakma. Bu söz… | ✓Mağarada verilen zarar çok uzun süre onarıla…
tur-pa-2007 | T.8.3.18 | z3 | k0 | Bir mağara, girişinden derinlerine doğru üç bölgeye ayrılır. Gün ışığının doğrudan ulaştığı giriş bölgesinde yosun, eğrelti ve ot… | ✓Karanlık bölgedeki canlıların yosunla beslen…
tur-pa-2008 | T.8.3.21 | z3 | k0 | Ziyarete açılan bir mağarada ilk yapılan işlerden biri, yolu ve oluşumları aydınlatmaktır. Lambalar takılır, kablolar çekilir; ma… | ✓Mağaraya sokulan ışığın orada yeni bir yaşam…
tur-pa-2009 | T.8.3.19 | z2 | k0 | Bir mağarayı haritalamak, içinde yürüyerek gezmekten bambaşka bir iştir. Ekip, girişten başlayarak birbirini gören noktalara işar… | ✓Ölçüyle Çizilen Yeraltı Haritası
tur-pa-2010 | T.8.3.18 | z2 | k0 | Bazı mağaralarda yazın bile buz bulunur. Bunun nedeni derinlerde saklanmış gizemli bir soğuk değil, havanın ağırlığıdır. Kışın dı… | ✓Buzun yaz sonuna kadar ne kadar inceldiğine
tur-pa-2011 | T.8.3.34 | z3 | k0 | Bir dikiti ortadan ikiye böldüğünüzde kesitinde iç içe geçmiş ince halkalar görürsünüz. Bu halkalar, tıpkı bir ağaç gövdesindeki … | ✓Benzetme ve örneklendirme
tur-pa-2012 | T.8.3.21 | z3 | k0 | Kalın toprak katmanıyla kaplı bir ovada tarlaya dökülen atık, yavaş yavaş aşağı süzülür; toprak taneleri arasında geçen aylar boy… | ✓Kirlilik de aynı hızla, süzülmeden uzaklara …
tur-pa-2013 | T.8.3.17 | z3 | k0 | Kış ortasında bir mağaranın tavanında asılı duran yarasalar, uyuyan değil neredeyse durmuş canlılardır. Kalp atışları seyrekleşmi… | ✓Kış uykusundaki yarasayı uyandırmak ölüme gö…
tur-pa-2014 | T.8.3.16 | z2 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓IV
tur-pa-2015 | T.8.3.18 | z3 | k0 | Yeryüzündeki canlıların neredeyse tamamı, doğrudan ya da dolaylı olarak güneşten gelen enerjiyle beslenir: bitkiler ışığı kullanı… | ✓Kükürtlü gazların mağaraya yüzeydeki sularda…
tur-pa-2016 | T.8.3.11 | z3 | k0 | İpin ucundaki karabinayı taktım, sırtımı boşluğa verdim ve yavaşça aşağı süzülmeye başladım. Kuyunun ağzından giren gün ışığı bir… | ✓Öyküleme ve betimlemeye
tur-pa-2017 | T.8.3.21 | z4 | k0 | Ziyarete açık bir mağaranın kapısında bazen şöyle bir yazı okursunuz: “Grup büyüklüğü en çok yirmi kişidir, turlar yarım saat ara… | ✓Ziyaretçi sayısına konan sınırın mağarayı ko…
tur-pa-2018 | T.8.3.18 | z4 | k0 | Bir araştırma ekibi, ağustos ayında bir öğleden sonra kireç taşından oluşmuş bir mağarada ölçüm yapmıştır. Ölçüm noktaları girişt… | ✓Ölçüm günü mağara dışındaki nemin %55 olduğu…
tur-pa-2019 | T.8.3.21 | z4 | k0 | Karanlıkta yaşayan balıkların gözsüz olması ilk bakışta tuhaf gelir; görmek her durumda bir kazanç gibi görünür. Oysa göz, sahibi… | ✓Mağaranın karanlığında ise bu kazançlar orta…
tur-pa-2020 | T.8.3.16 | z2 | k0 | Bir mağaranın tabanı, üst üste dizilmiş sayfalardan oluşan bir deftere benzer. En üstte bugünün tozu, biraz altında yüzyıllar önc… | ✓Mağara kazılarında katman sırasının önemi
tur-pa-2021 | T.8.3.16 | z1 | k0 | Saat tamirine gelen müşterilerin çoğu aynı cümleyi kurar: “Durdu, herhalde pili bitti.” Oysa pil değiştirmekle biten iş azdır. Ka… | ✓Duran saatlerde asıl sorunun bakımsızlık olm…
tur-pa-2022 | T.8.3.17 | z1 | k0 | Hamur acele sevmez. Fırına yeni başlayanlar mayalanmayı beklemeyi zaman kaybı sanır; oysa ekmeğin gözenekleri o beklemede oluşur.… | ✓Ekmeğin iyi olması, hamurun mayalanmasının b…
tur-pa-2023 | T.8.3.18 | z2 | k0 | Çilingirlik kapı açmaktan ibaret sanılır; oysa mesleğin ilk kuralı, açılacak kapının gerçekten müşteriye ait olduğunu doğrulamakt… | ✓Mesleğin ustadan çırağa yıllar içinde aktarı…
tur-pa-2024 | T.8.3.17 | z2 | k0 | Muayenehaneye gelen hasta konuşamaz; konuşan sahibidir. Bu yüzden veterinerlik biraz da dinleme mesleğidir. “İki gündür iştahsız”… | ✓Veterinerlikte teşhis, hayvan sahibinin anla…
tur-pa-2025 | T.8.3.18 | z2 | k0 | Yırtılmış bir kitabı onarmaya sayfaları saymakla başlarım; eksik varsa sahibine baştan söylerim. Sırt kısmındaki eski tutkalı yum… | ✓Onarılan kitabın ilk günkü hâline geri döndü…
tur-pa-2026 | T.8.3.17 | z2 | k0 | Tezgâhıma gelen ayakkabıların çoğunda aynı şey dikkatimi çeker: tabanın bir yanı ötekinden çok daha aşınmıştır. Bu, ayakkabının k… | ✓sahibinin yürüyüşünü üzerine yazmış bir deft…
tur-pa-2027 | T.8.3.21 | z2 | k0 | Kovanı açmadan önce hava durumuna bakarım. Yağmurdan hemen önce arılar gergindir, kovanda kalabalık olur, sokma olasılığı artar. … | ✓Arıcının işini arıların düzenine göre planla…
tur-pa-2028 | T.8.3.16 | z2 | k0 | Hazır giyim mağazasından alınan bir ceket, bedenine uysa bile omuzda oturmayabilir. Çünkü hazır kalıp, binlerce kişinin ortalamas… | ✓Terzi dikiminin kişinin ölçülerinden yola çı…
tur-pa-2029 | T.8.3.18 | z2 | k0 | Bisiklet tamirinde en çok duyduğum cümle şudur: “Vites atlıyor.” Çoğu zaman sorun vitesin kendisinde değil, zincirin uzamasındadı… | ✓Zincir mastarı kullanan bisikletlilerin sayı…
tur-pa-2030 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓IV
tur-pa-2031 | T.8.3.19 | z3 | k0 | Bir piyanoyu akort etmek, tuşlara basıp kulağa hoş gelen sesi bulmak değildir. Kapağı açtığınızda gerilmiş iki yüzden fazla tel g… | ✓Piyanonun Akordunu Belirleyen Oda Koşulları
tur-pa-2032 | T.8.3.11 | z3 | k0 | Ustanın çubuğu fırının ağzına daldırışını izledim. Çubuğun ucunda, bal gibi akan turuncu bir damla oluştu; karanlık atölyede tek … | ✓Öyküleme ve betimleme
tur-pa-2033 | T.8.3.25 | z3 | k0 | Sepet örmek, çubuk seçmekle başlar. Kuru söğüt dalı kırılgandır; suda beklettikçe yumuşar, elinizde bükülmeye razı olur. Ustalar … | ✓o biçim, baştan beri atılan adımların toplam…
tur-pa-2034 | T.8.3.21 | z3 | k0 | Nalbantlık denince akla çekiç sesi gelir; oysa işin büyük bölümü sessiz geçer. Hayvan geldiğinde önce yürüyüşünü izlerim: ayağını… | ✓Nalbantlıkta asıl becerinin hayvanı gözlemek…
tur-pa-2035 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓III
tur-pa-2036 | T.8.3.34 | z3 | k0 | Ahşapla çalışanlar bilir: her tahta aynı değildir. Meşe serttir, ağırdır; merdiven basamağına ve çekmece yanağına yıllarca dayanı… | ✓Karşılaştırma ve örneklendirme
tur-pa-2037 | T.8.3.19 | z3 | k0 | Bir halının ömrünü belirleyen şey, üzerindeki desenden çok tezgâhtaki gerginliktir. Çözgü iplikleri gevşek bağlanırsa halı dokunu… | ✓Halıyı Dayanıklı Kılan Görünmez Ayrıntılar
tur-pa-2038 | T.8.3.17 | z4 | k0 | Bir müze deposunda kırık bir testiyle karşılaştığınızda ilk isteğiniz, onu yapıştırıp eski hâline döndürmek olur. Oysa onarımın i… | ✓esere bugünden geri alınamayacak hiçbir şey …
tur-pa-2039 | T.8.3.21 | z4 | k0 | Bir lokantanın mutfağını kurarken menüyü en son yazarım; önce tedarikçiyi seçerim. Çünkü tabaktaki lezzetin büyük bölümü, malzeme… | ✓M tedarikçisi
tur-pa-2040 | T.8.3.18 | z4 | k0 | Keman yapımında ses, telden önce ahşapta başlar. Gövdenin üst tablası genellikle ladin, alt tablası ve yanları akçaağaçtan yapılı… | ✓L tahtası, yıl halkaları seyrek olduğu için …
tur-pa-2041 | T.8.3.17 | z1 | k0 | Koroda ilk hafta herkes kendi sesini duyurmaya çalışır. İkinci provada şef hep aynı şeyi söyler: “Yanındakini duymuyorsan çok yük… | ✓Koroda başarı, kendi sesini ötekilerin sesin…
tur-pa-2042 | T.8.3.16 | z1 | k0 | Zor bir bölümü hızlı çalmaya çalıştığın her seferde, yanlış parmak hareketini de birlikte tekrar edersin. Öğretmenim bunu şöyle a… | ✓Zor bölümlerin yavaşlatılarak çalışılması
tur-pa-2043 | T.8.3.18 | z2 | k0 | Bir şarkının sözlerini, aynı uzunluktaki düz bir metinden çok daha kolay ezberleriz. Bunun bir nedeni ezginin sözcüklere bir sıra… | ✓Sözlerin anlamının ezberi kolaylaştırdığına
tur-pa-2044 | T.8.3.17 | z2 | k0 | Notaların arasındaki boşluklar, unutulmuş yerler değildir; onların da süresi yazılıdır. Bir eserde susulan yer, tıpkı çalınan yer… | ✓Müzikte sessizlik, seslerin kendisi kadar be…
tur-pa-2045 | T.8.3.19 | z2 | k0 | Konser başlamadan önce salonda tuhaf bir uğultu duyulur: orkestra akort yapmaktadır. Önce obua tek bir ses verir, la sesi. Ardınd… | ✓tek başına değil, ortak sese göre ölçülen se…
tur-pa-2046 | T.8.3.21 | z2 | k0 | Aynı sahneyi iki kez izlettiler bize: bir kapıya doğru yürüyen adam. İlkinde altta ağır, alçak perdeden bir ezgi vardı; adamın ka… | ✓Müziğin aynı görüntüyü başka türlü duyurabil…
tur-pa-2047 | T.8.3.18 | z2 | k0 | Kayıt odası yapmak, duvarı kalınlaştırmaktan ibaret değildir. Odanın dışına kaçan sesi tutmak için ağır, kütlesi yüksek bir duvar… | ✓Odanın içine halı ve perde serildiğine
tur-pa-2048 | T.8.3.19 | z2 | k0 | Gitarın en kalın teline vurduğunda telin gidip gelişini gözünle izleyebilirsin; en ince tele vurduğunda bunu ayırt etmek güçleşir… | ✓Sesi İnceleştiren Titreşim Sıklığı
tur-pa-2049 | T.8.3.19 | z2 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓IV
tur-pa-2050 | T.8.3.18 | z3 | k0 | Boş bir spor salonunda konuştuğunuzda sesiniz size geri döner; aynı salon seyirciyle dolduğunda bu geri dönüş belirgin biçimde az… | ✓Salonun büyüklüğünün yankı süresini belirled…
tur-pa-2051 | T.8.3.16 | z3 | k0 | Bir ezgiyi yazmak uzun süre insanların aklına gelmedi; türküler kulaktan kulağa aktarıldı. Ezgi yazıya ilk geçtiğinde de bugünkü … | ✓Nota yazısının kesinlik kazanma süreci
tur-pa-2052 | T.8.3.19 | z3 | k0 | Gerilmiş bir teli boşlukta çekip bıraksanız duyacağınız ses cılız olur. Çünkü ince bir tel, çevresindeki havayı harekete geçirece… | ✓Sesi Büyüten Ahşap Gövde
tur-pa-2053 | T.8.3.18 | z3 | k0 | Bir türküyü derlemek, onu yalnızca kaydetmek değildir. Aynı türkü komşu iki köyde çoğu zaman aynı sözlerle söylenmez; kimi dizele… | ✓Dörtlük sayısı arttıkça türkü daha hareketli…
tur-pa-2054 | T.8.3.34 | z3 | k0 | Bir yerin nasıl bir yer olduğunu gözlerinizi kapatarak da anlayabilirsiniz. Dağ köyünde sabah; horoz sesi, rüzgârda çıtırdayan bi… | ✓Karşılaştırma ve örneklendirme
tur-pa-2055 | T.8.3.17 | z3 | k0 | Doğaçlama çalan birini ilk kez dinlediğinizde, aklına geleni çaldığını sanırsınız. Oysa o kişi, o an kullandığı seslerin hangiler… | ✓Doğaçlamanın serbestliği, uzun bir hazırlığı…
tur-pa-2056 | T.8.3.11 | z3 | k0 | Prova salonuna herkesten önce girdim. Perdeler çekiliydi, içeride tebeşir ve eski ahşap kokusu vardı. Sandalyeleri yarım daire bi… | ✓Öyküleme ve betimleme
tur-pa-2057 | T.8.3.19 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓III
tur-pa-2058 | T.8.3.21 | z4 | k0 | Atölyeye ilk girdiğimde gördüğüm şey tezgâh değil, raflardı. Duvar boyunca uzanan raflarda, üzerlerine yıl yazılmış tahtalar duru… | ✓Çalgının yapımının tezgâha oturmadan önce ba…
tur-pa-2059 | T.8.3.19 | z4 | k0 | Büyük bir açık hava konserinde sahnedeki hoparlörler, alanın en arkasına kadar aynı gücü taşıyamaz. Bu yüzden alanın ortasına ve … | ✓gecikme, sesin o uzaklığı havada aşma süresi…
tur-pa-2060 | T.8.3.19 | z4 | k0 | Bir eseri kayıttan dinlemek, onu salonda dinlemekten başka bir iştir. Kayıt, bir seslendirmeyi dondurur: aynı nefesi, aynı gecikm… | ✓bir daha yinelenmeyecek bir seslendirmeyi du…
tur-pa-2061 | T.8.3.16 | z1 | k0 | Balın yıllarca bozulmadan durması, içindeki suyun azlığındandır. Şeker oranı o kadar yüksektir ki bala bulaşan mikroorganizmalar … | ✓Balın uzun süre bozulmadan kalabilmesinin ne…
tur-pa-2062 | T.8.3.18 | z2 | k0 | Bir yemeğin “tadı” dediğimiz şeyin çoğu aslında dilde değil, burunda oluşur. Dil yalnızca beş temel tadı ayırt eder: tatlı, tuzlu… | ✓Aynı yemeğin kişiden kişiye farklı tat verdi…
tur-pa-2063 | T.8.3.18 | z3 | k0 | Ekmeğin bayatlaması, çoğu kişinin sandığı gibi yalnızca kuruma değildir. Fırından çıkan ekmeğin içindeki nişasta zamanla yeniden … | ✓Ekmek, su kaybetmediği sürece bayatlamadan k…
tur-pa-2064 | T.8.3.16 | z2 | k0 | Turşu kurmak, sebzeyi tuzlu suya gömüp beklemekten ibaret görünür; oysa kavanozun içinde sessiz bir iş yürür. Sebzenin üzerinde z… | ✓Turşunun ekşimesini sağlayan doğal süreç
tur-pa-2065 | T.8.3.19 | z3 | k0 | Hamuru yoğurmak işin yarısıdır; asıl iş bekleme sırasında olur. Un suyla buluşup yoğrulduğunda içindeki proteinler birbirine tutu… | ✓Hamurun Beklediği Yarım Saat
tur-pa-2066 | T.8.3.17 | z2 | k0 | Zeytinyağının en büyük düşmanı zaman değil, ışıktır. Cam şişede pencere kenarında duran bir yağ, karanlık bir dolapta duran aynı … | ✓Zeytinyağı ışıktan, ısıdan ve havadan korunm…
tur-pa-2067 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓IV
tur-pa-2068 | T.8.3.17 | z1 | k0 | Mutfakta en çok korkulan alet keskin bıçaktır; oysa asıl tehlikeli olan kör olanıdır. Kör bıçak kabuğa tutunamaz, kayar; kesmek i… | ✓Mutfakta kör bıçak keskin bıçaktan daha tehl…
tur-pa-2069 | T.8.3.16 | z2 | k0 | (I) Kuru fasulye ya da nohut, tencereye girmeden önce bir gece suda bekletilir. (II) Bu bekleme sırasında taneler suyu içine çeke… | ✓III
tur-pa-2070 | T.8.3.21 | z4 | k0 | Bir yaz, mutfak defterimi doldurmaya koyuldum. Ninem tarif söylerken hiç ölçü vermezdi: “Un, alacağı kadar,” derdi; “hamur kulak … | ✓Ölçülerin, deneyerek edinilen kararın yerini…
tur-pa-2071 | T.8.3.19 | z2 | k0 | Buzdolabının her yeri aynı soğuklukta değildir. Kapı, gün içinde en çok açılan ve dışarıdaki havayla en çok buluşan yerdir; bu yü… | ✓Dolabın Soğuk ve Ilık Bölgeleri
tur-pa-2072 | T.8.3.19 | z3 | k0 | Aynı malzemelerle yapılan iki yemekten birinin kokusu neden daha derin olur? Çoğu zaman fark, tencereye ilk konan soğanda saklıdı… | ✓suyu uçup tencere ısınana dek beklemektir
tur-pa-2073 | T.8.3.18 | z2 | k0 | Yumurtanın kabuğu göründüğü kadar kapalı değildir; üzerinde gözle seçilemeyen binlerce küçük gözenek bulunur. Yumurta bekledikçe … | ✓Suda yüzen bir yumurtanın bozulduğu anlaşılm…
tur-pa-2074 | T.8.3.11 | z3 | k0 | Kışa hazırlık bitince kilerin kapısı zor kapanır. İçeri girdiğimde önce koku karşılar: tozlu tahta, kuru nane, biraz da sirke. Ka… | ✓Betimleme
tur-pa-2075 | T.8.3.18 | z3 | k0 | Bir baharatın uzak yollara dayanabilmesi, kokusundan çok kuruluğuyla ilgilidir. Suyu alınmış bir tohumda ya da kabukta mikroorgan… | ✓Baharat fiyatlarının taşıma uzaklığına göre …
tur-pa-2076 | T.8.3.19 | z2 | k0 | Aynı tarifi iki kişi yaptığında hamurun tutmaması çoğu zaman ustalıkla ilgili değildir. Sorun, tarifte yazan “bir su bardağı un” … | ✓un, bardakla değil gramla yazılır
tur-pa-2077 | T.8.3.16 | z3 | k0 | Aşağıdaki tabloda bir paragrafı oluşturan cümleler numaralanmış olarak verilmiştir. Numaralanmış cümlelerden hangisi düşüncenin a… | ✓IV
tur-pa-2078 | T.8.3.21 | z4 | k0 | Bahçedeki biberin hepsini aynı hafta toplamak zorundasınız; ama hepsini aynı hafta yemek zorunda değilsiniz. Bu yüzden her yaz, k… | ✓L yöntemi
tur-pa-2079 | T.8.3.34 | z3 | k0 | Evde yoğurt tutturmanın sırrı elde değil, sıcaklıkta saklıdır. Maya dediğimiz şey, sütü yoğurda çeviren bakterileri taşıyan bir k… | ✓Karşılaştırma ve sayısal veri
tur-pa-2080 | T.8.3.19 | z4 | k0 | Kışın ortasında manavda çilek görmek artık kimseyi şaşırtmıyor. Şaşırtan, o çileğin tadı. Bir meyvenin koparıldıktan sonra olgunl… | ✓şekerini sonuna kadar toplayabilmektedir
tur-pa-2081 | T.8.3.16 | z1 | k0 | Sular çekildiğinde kayalıkların çukurlarında küçük havuzlar kalır. Birkaç saat boyunca bu havuzlardaki su ısınır, tuzu yoğunlaşır… | ✓Gelgit havuzlarındaki canlıların değişen koş…
tur-pa-2082 | T.8.3.17 | z1 | k0 | Kırk yıldır denize açılan bir balıkçı bile, motoru çalıştırmadan önce hava raporuna bakar. Rüzgârın yönünü, dalganın yüksekliğini… | ✓Deneyim artsa bile her sefer yeniden hazırlı…
tur-pa-2083 | T.8.3.18 | z2 | k0 | Limana giden kanalın iki yanına sıralanmış şamandıralar, denizin üzerindeki yol çizgileridir. Renkleri ve biçimleri rastgele seçi… | ✓Belirli aralıklarla denizden çıkarılıp bakım…
tur-pa-2084 | T.8.3.19 | z2 | k0 | Deniz çayırları, adına bakılıp yosun sanılsa da çiçek açan gerçek bitkilerdir; kökleri, gövdeleri, hatta suyun altında olgunlaşan… | ✓Denizin Yavaş Büyüyen Çayırları
tur-pa-2085 | T.8.3.19 | z2 | k0 | Balıkçı ağının gözleri birbirinin aynı büyüklüktedir ve bu büyüklük rastgele seçilmez. Gözler dar olursa henüz yumurta bırakmamış… | ✓Çünkü ağın gözü, bugünün avını da gelecek yı…
